,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
495,Sun Feb 28 2021,8:00p,New York Knicks,109,Detroit Pistons,90,Little Caesars Arena,19,New York Knicks Vs Detroit Pistons,New York Knicks
496,Sun Feb 28 2021,8:00p,Memphis Grizzlies,133,Houston Rockets,84,Toyota Center,49,Memphis Grizzlies Vs Houston Rockets,Memphis Grizzlies
497,Sun Feb 28 2021,8:00p,Golden State Warriors,91,Los Angeles Lakers,117,STAPLES Center,26,Golden State Warriors Vs Los Angeles Lakers,Los Angeles Lakers
498,Sun Feb 28 2021,8:00p,Atlanta Hawks,99,Miami Heat,109,AmericanAirlines Arena,10,Atlanta Hawks Vs Miami Heat,Miami Heat
499,Sun Feb 28 2021,9:00p,Phoenix Suns,118,Minnesota Timberwolves,99,Target Center,19,Phoenix Suns Vs Minnesota Timberwolves,Phoenix Suns
500,Sun Feb 28 2021,10:00p,Charlotte Hornets,127,Sacramento Kings,126,Golden 1 Center,1,Charlotte Hornets Vs Sacramento Kings,Charlotte Hornets
501,Mon Mar 1 2021,7:00p,Dallas Mavericks,130,Orlando Magic,124,Amway Center,6,Dallas Mavericks Vs Orlando Magic,Dallas Mavericks
502,Mon Mar 1 2021,7:00p,Indiana Pacers,114,Philadelphia 76ers,130,Wells Fargo Center,16,Indiana Pacers Vs Philadelphia 76ers,Philadelphia 76ers
503,Mon Mar 1 2021,8:00p,Denver Nuggets,118,Chicago Bulls,112,United Center,6,Denver Nuggets Vs Chicago Bulls,Denver Nuggets
504,Mon Mar 1 2021,8:00p,Utah Jazz,124,New Orleans Pelicans,129,Smoothie King Center,5,Utah Jazz Vs New Orleans Pelicans,New Orleans Pelicans
505,Mon Mar 1 2021,8:30p,Brooklyn Nets,124,San Antonio Spurs,113,AT&T Center,11,Brooklyn Nets Vs San Antonio Spurs,Brooklyn Nets
506,Mon Mar 1 2021,9:00p,Cleveland Cavaliers,101,Houston Rockets,90,Toyota Center,11,Cleveland Cavaliers Vs Houston Rockets,Cleveland Cavaliers
507,Mon Mar 1 2021,10:30p,Charlotte Hornets,111,Portland Trail Blazers,123,Moda Center,12,Charlotte Hornets Vs Portland Trail Blazers,Portland Trail Blazers
508,Tue Mar 2 2021,7:00p,Memphis Grizzlies,125,Washington Wizards,111,Capital One Arena,14,Memphis Grizzlies Vs Washington Wizards,Memphis Grizzlies
509,Tue Mar 2 2021,7:30p,Los Angeles Clippers,112,Boston Celtics,117,TD Garden,5,Los Angeles Clippers Vs Boston Celtics,Boston Celtics
510,Tue Mar 2 2021,7:30p,Atlanta Hawks,94,Miami Heat,80,AmericanAirlines Arena,14,Atlanta Hawks Vs Miami Heat,Atlanta Hawks
511,Tue Mar 2 2021,8:30p,New York Knicks,93,San Antonio Spurs,119,AT&T Center,26,New York Knicks Vs San Antonio Spurs,San Antonio Spurs
512,Tue Mar 2 2021,9:00p,Denver Nuggets,128,Milwaukee Bucks,97,Fiserv Forum,31,Denver Nuggets Vs Milwaukee Bucks,Denver Nuggets
513,Tue Mar 2 2021,10:00p,Phoenix Suns,114,Los Angeles Lakers,104,STAPLES Center,10,Phoenix Suns Vs Los Angeles Lakers,Phoenix Suns
514,Wed Mar 3 2021,7:00p,Indiana Pacers,114,Cleveland Cavaliers,111,Rocket Mortgage Fieldhouse,3,Indiana Pacers Vs Cleveland Cavaliers,Indiana Pacers
515,Wed Mar 3 2021,7:00p,Utah Jazz,123,Philadelphia 76ers,131,Wells Fargo Center,8,Utah Jazz Vs Philadelphia 76ers,Philadelphia 76ers
516,Wed Mar 3 2021,7:00p,Detroit Pistons,129,Toronto Raptors,105,Amalie Arena,24,Detroit Pistons Vs Toronto Raptors,Detroit Pistons
517,Wed Mar 3 2021,7:30p,Brooklyn Nets,132,Houston Rockets,114,Toyota Center,18,Brooklyn Nets Vs Houston Rockets,Brooklyn Nets
518,Wed Mar 3 2021,8:00p,Charlotte Hornets,135,Minnesota Timberwolves,102,Target Center,33,Charlotte Hornets Vs Minnesota Timberwolves,Charlotte Hornets
519,Wed Mar 3 2021,8:00p,Chicago Bulls,128,New Orleans Pelicans,124,Smoothie King Center,4,Chicago Bulls Vs New Orleans Pelicans,Chicago Bulls
520,Wed Mar 3 2021,8:00p,Atlanta Hawks,115,Orlando Magic,112,Amway Center,3,Atlanta Hawks Vs Orlando Magic,Atlanta Hawks
521,Wed Mar 3 2021,8:30p,Oklahoma City Thunder,78,Dallas Mavericks,87,American Airlines Center,9,Oklahoma City Thunder Vs Dallas Mavericks,Dallas Mavericks
522,Wed Mar 3 2021,10:00p,Golden State Warriors,106,Portland Trail Blazers,108,Moda Center,2,Golden State Warriors Vs Portland Trail Blazers,Portland Trail Blazers
523,Wed Mar 3 2021,10:00p,Los Angeles Lakers,120,Sacramento Kings,123,Golden 1 Center,3,Los Angeles Lakers Vs Sacramento Kings,Sacramento Kings
524,Thu Mar 4 2021,7:00p,Toronto Raptors,125,Boston Celtics,132,TD Garden,7,Toronto Raptors Vs Boston Celtics,Boston Celtics
525,Thu Mar 4 2021,7:00p,Los Angeles Clippers,117,Washington Wizards,119,Capital One Arena,2,Los Angeles Clippers Vs Washington Wizards,Washington Wizards
526,Thu Mar 4 2021,7:30p,Detroit Pistons,104,New York Knicks,114,Madison Square Garden (IV),10,Detroit Pistons Vs New York Knicks,New York Knicks
527,Thu Mar 4 2021,8:00p,Denver Nuggets,113,Indiana Pacers,103,Bankers Life Fieldhouse,10,Denver Nuggets Vs Indiana Pacers,Denver Nuggets
528,Thu Mar 4 2021,8:00p,Milwaukee Bucks,112,Memphis Grizzlies,111,FedEx Forum,1,Milwaukee Bucks Vs Memphis Grizzlies,Milwaukee Bucks
529,Thu Mar 4 2021,8:30p,Miami Heat,103,New Orleans Pelicans,93,Smoothie King Center,10,Miami Heat Vs New Orleans Pelicans,Miami Heat
530,Thu Mar 4 2021,9:00p,Oklahoma City Thunder,107,San Antonio Spurs,102,AT&T Center,5,Oklahoma City Thunder Vs San Antonio Spurs,Oklahoma City Thunder
531,Thu Mar 4 2021,10:00p,Golden State Warriors,98,Phoenix Suns,120,Phoenix Suns Arena,22,Golden State Warriors Vs Phoenix Suns,Phoenix Suns
532,Thu Mar 4 2021,10:00p,Sacramento Kings,119,Portland Trail Blazers,123,Moda Center,4,Sacramento Kings Vs Portland Trail Blazers,Portland Trail Blazers
533,Wed Mar 10 2021,8:00p,Washington Wizards,112,Memphis Grizzlies,127,FedEx Forum,15,Washington Wizards Vs Memphis Grizzlies,Memphis Grizzlies
534,Wed Mar 10 2021,8:30p,San Antonio Spurs,104,Dallas Mavericks,115,American Airlines Center,11,San Antonio Spurs Vs Dallas Mavericks,Dallas Mavericks
535,Thu Mar 11 2021,7:00p,Detroit Pistons,102,Charlotte Hornets,105,Spectrum Center,3,Detroit Pistons Vs Charlotte Hornets,Charlotte Hornets
536,Thu Mar 11 2021,7:30p,Boston Celtics,109,Brooklyn Nets,121,Barclays Center,12,Boston Celtics Vs Brooklyn Nets,Brooklyn Nets
537,Thu Mar 11 2021,7:30p,Atlanta Hawks,121,Toronto Raptors,120,Amalie Arena,1,Atlanta Hawks Vs Toronto Raptors,Atlanta Hawks
538,Thu Mar 11 2021,8:00p,Philadelphia 76ers,127,Chicago Bulls,105,United Center,22,Philadelphia 76ers Vs Chicago Bulls,Philadelphia 76ers
539,Thu Mar 11 2021,8:00p,Orlando Magic,103,Miami Heat,111,AmericanAirlines Arena,8,Orlando Magic Vs Miami Heat,Miami Heat
540,Thu Mar 11 2021,8:00p,New York Knicks,101,Milwaukee Bucks,134,Fiserv Forum,33,New York Knicks Vs Milwaukee Bucks,Milwaukee Bucks
541,Thu Mar 11 2021,8:00p,Minnesota Timberwolves,135,New Orleans Pelicans,105,Smoothie King Center,30,Minnesota Timberwolves Vs New Orleans Pelicans,Minnesota Timberwolves
542,Thu Mar 11 2021,9:00p,Dallas Mavericks,108,Oklahoma City Thunder,116,Chesapeake Energy Arena,8,Dallas Mavericks Vs Oklahoma City Thunder,Oklahoma City Thunder
543,Thu Mar 11 2021,10:00p,Golden State Warriors,104,Los Angeles Clippers,130,STAPLES Center,26,Golden State Warriors Vs Los Angeles Clippers,Los Angeles Clippers
544,Thu Mar 11 2021,10:00p,Phoenix Suns,127,Portland Trail Blazers,121,Moda Center,6,Phoenix Suns Vs Portland Trail Blazers,Phoenix Suns
545,Thu Mar 11 2021,10:00p,Houston Rockets,105,Sacramento Kings,125,Golden 1 Center,20,Houston Rockets Vs Sacramento Kings,Sacramento Kings
546,Fri Mar 12 2021,8:00p,Denver Nuggets,103,Memphis Grizzlies,102,FedEx Forum,1,Denver Nuggets Vs Memphis Grizzlies,Denver Nuggets
547,Fri Mar 12 2021,8:00p,Cleveland Cavaliers,82,New Orleans Pelicans,116,Smoothie King Center,34,Cleveland Cavaliers Vs New Orleans Pelicans,New Orleans Pelicans
548,Fri Mar 12 2021,8:00p,Philadelphia 76ers,127,Washington Wizards,101,Capital One Arena,26,Philadelphia 76ers Vs Washington Wizards,Philadelphia 76ers
549,Fri Mar 12 2021,9:00p,Miami Heat,101,Chicago Bulls,90,United Center,11,Miami Heat Vs Chicago Bulls,Miami Heat
550,Fri Mar 12 2021,9:00p,Orlando Magic,77,San Antonio Spurs,104,AT&T Center,27,Orlando Magic Vs San Antonio Spurs,San Antonio Spurs
551,Fri Mar 12 2021,10:00p,Houston Rockets,99,Utah Jazz,114,Vivint Smart Home Arena,15,Houston Rockets Vs Utah Jazz,Utah Jazz
552,Fri Mar 12 2021,10:30p,Indiana Pacers,100,Los Angeles Lakers,105,STAPLES Center,5,Indiana Pacers Vs Los Angeles Lakers,Los Angeles Lakers
553,Sat Mar 13 2021,2:00p,New York Knicks,119,Oklahoma City Thunder,97,Chesapeake Energy Arena,22,New York Knicks Vs Oklahoma City Thunder,New York Knicks
554,Sat Mar 13 2021,7:00p,Detroit Pistons,95,Brooklyn Nets,100,Barclays Center,5,Detroit Pistons Vs Brooklyn Nets,Brooklyn Nets
555,Sat Mar 13 2021,7:00p,Toronto Raptors,104,Charlotte Hornets,114,Spectrum Center,10,Toronto Raptors Vs Charlotte Hornets,Charlotte Hornets
556,Sat Mar 13 2021,7:00p,Milwaukee Bucks,125,Washington Wizards,119,Capital One Arena,6,Milwaukee Bucks Vs Washington Wizards,Milwaukee Bucks
557,Sat Mar 13 2021,7:30p,Sacramento Kings,106,Atlanta Hawks,121,State Farm Arena,15,Sacramento Kings Vs Atlanta Hawks,Atlanta Hawks
558,Sat Mar 13 2021,8:00p,Portland Trail Blazers,125,Minnesota Timberwolves,121,Target Center,4,Portland Trail Blazers Vs Minnesota Timberwolves,Portland Trail Blazers
559,Sat Mar 13 2021,10:00p,Dallas Mavericks,116,Denver Nuggets,103,Ball Arena,13,Dallas Mavericks Vs Denver Nuggets,Dallas Mavericks
560,Sat Mar 13 2021,10:00p,Indiana Pacers,122,Phoenix Suns,111,Phoenix Suns Arena,11,Indiana Pacers Vs Phoenix Suns,Indiana Pacers
561,Sun Mar 14 2021,2:00p,Memphis Grizzlies,122,Oklahoma City Thunder,128,Chesapeake Energy Arena,6,Memphis Grizzlies Vs Oklahoma City Thunder,Oklahoma City Thunder
562,Sun Mar 14 2021,4:00p,Utah Jazz,119,Golden State Warriors,131,Chase Center,12,Utah Jazz Vs Golden State Warriors,Golden State Warriors
563,Sun Mar 14 2021,6:30p,San Antonio Spurs,99,Philadelphia 76ers,134,Wells Fargo Center,35,San Antonio Spurs Vs Philadelphia 76ers,Philadelphia 76ers
564,Sun Mar 14 2021,7:00p,Miami Heat,102,Orlando Magic,97,Amway Center,5,Miami Heat Vs Orlando Magic,Miami Heat
565,Sun Mar 14 2021,7:30p,Cleveland Cavaliers,82,Atlanta Hawks,100,State Farm Arena,18,Cleveland Cavaliers Vs Atlanta Hawks,Atlanta Hawks
566,Sun Mar 14 2021,8:00p,Boston Celtics,134,Houston Rockets,107,Toyota Center,27,Boston Celtics Vs Houston Rockets,Boston Celtics
567,Sun Mar 14 2021,8:00p,Portland Trail Blazers,112,Minnesota Timberwolves,114,Target Center,2,Portland Trail Blazers Vs Minnesota Timberwolves,Minnesota Timberwolves
568,Sun Mar 14 2021,9:00p,Toronto Raptors,95,Chicago Bulls,118,United Center,23,Toronto Raptors Vs Chicago Bulls,Chicago Bulls
569,Sun Mar 14 2021,9:00p,Los Angeles Clippers,115,New Orleans Pelicans,135,Smoothie King Center,20,Los Angeles Clippers Vs New Orleans Pelicans,New Orleans Pelicans
570,Mon Mar 15 2021,7:00p,Sacramento Kings,116,Charlotte Hornets,122,Spectrum Center,6,Sacramento Kings Vs Charlotte Hornets,Charlotte Hornets
571,Mon Mar 15 2021,7:00p,Milwaukee Bucks,133,Washington Wizards,122,Capital One Arena,11,Milwaukee Bucks Vs Washington Wizards,Milwaukee Bucks
572,Mon Mar 15 2021,8:00p,New York Knicks,112,Brooklyn Nets,117,Barclays Center,5,New York Knicks Vs Brooklyn Nets,Brooklyn Nets
573,Mon Mar 15 2021,8:00p,San Antonio Spurs,109,Detroit Pistons,99,Little Caesars Arena,10,San Antonio Spurs Vs Detroit Pistons,San Antonio Spurs
574,Mon Mar 15 2021,9:00p,Los Angeles Clippers,109,Dallas Mavericks,99,American Airlines Center,10,Los Angeles Clippers Vs Dallas Mavericks,Los Angeles Clippers
575,Mon Mar 15 2021,10:00p,Indiana Pacers,106,Denver Nuggets,121,Ball Arena,15,Indiana Pacers Vs Denver Nuggets,Denver Nuggets
576,Mon Mar 15 2021,10:00p,Memphis Grizzlies,99,Phoenix Suns,122,Phoenix Suns Arena,23,Memphis Grizzlies Vs Phoenix Suns,Phoenix Suns
577,Mon Mar 15 2021,10:30p,Los Angeles Lakers,128,Golden State Warriors,97,Chase Center,31,Los Angeles Lakers Vs Golden State Warriors,Los Angeles Lakers
578,Tue Mar 16 2021,7:30p,Utah Jazz,117,Boston Celtics,109,TD Garden,8,Utah Jazz Vs Boston Celtics,Utah Jazz
579,Tue Mar 16 2021,8:00p,Oklahoma City Thunder,102,Chicago Bulls,123,United Center,21,Oklahoma City Thunder Vs Chicago Bulls,Chicago Bulls
580,Tue Mar 16 2021,8:00p,Atlanta Hawks,119,Houston Rockets,107,Toyota Center,12,Atlanta Hawks Vs Houston Rockets,Atlanta Hawks
581,Tue Mar 16 2021,8:00p,Cleveland Cavaliers,98,Miami Heat,113,AmericanAirlines Arena,15,Cleveland Cavaliers Vs Miami Heat,Miami Heat
582,Tue Mar 16 2021,8:00p,New York Knicks,96,Philadelphia 76ers,99,Wells Fargo Center,3,New York Knicks Vs Philadelphia 76ers,Philadelphia 76ers
583,Tue Mar 16 2021,10:00p,New Orleans Pelicans,124,Portland Trail Blazers,125,Moda Center,1,New Orleans Pelicans Vs Portland Trail Blazers,Portland Trail Blazers
584,Tue Mar 16 2021,10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,137,STAPLES Center,16,Minnesota Timberwolves Vs Los Angeles Lakers,Los Angeles Lakers
585,Wed Mar 17 2021,7:00p,Toronto Raptors,112,Detroit Pistons,116,Little Caesars Arena,4,Toronto Raptors Vs Detroit Pistons,Detroit Pistons
586,Wed Mar 17 2021,7:00p,Brooklyn Nets,124,Indiana Pacers,115,Bankers Life Fieldhouse,9,Brooklyn Nets Vs Indiana Pacers,Brooklyn Nets
587,Wed Mar 17 2021,7:00p,Milwaukee Bucks,109,Philadelphia 76ers,105,Wells Fargo Center,4,Milwaukee Bucks Vs Philadelphia 76ers,Milwaukee Bucks
588,Wed Mar 17 2021,7:00p,Sacramento Kings,121,Washington Wizards,119,Capital One Arena,2,Sacramento Kings Vs Washington Wizards,Sacramento Kings
589,Wed Mar 17 2021,8:00p,San Antonio Spurs,106,Chicago Bulls,99,United Center,7,San Antonio Spurs Vs Chicago Bulls,San Antonio Spurs
590,Wed Mar 17 2021,8:00p,Boston Celtics,110,Cleveland Cavaliers,117,Rocket Mortgage Fieldhouse,7,Boston Celtics Vs Cleveland Cavaliers,Cleveland Cavaliers
591,Wed Mar 17 2021,8:00p,Golden State Warriors,108,Houston Rockets,94,Toyota Center,14,Golden State Warriors Vs Houston Rockets,Golden State Warriors
592,Wed Mar 17 2021,9:00p,Charlotte Hornets,104,Denver Nuggets,129,Ball Arena,25,Charlotte Hornets Vs Denver Nuggets,Denver Nuggets
593,Wed Mar 17 2021,9:00p,Miami Heat,85,Memphis Grizzlies,89,FedEx Forum,4,Miami Heat Vs Memphis Grizzlies,Memphis Grizzlies
594,Wed Mar 17 2021,9:30p,Los Angeles Clippers,89,Dallas Mavericks,105,American Airlines Center,16,Los Angeles Clippers Vs Dallas Mavericks,Dallas Mavericks
595,Thu Mar 18 2021,7:00p,Utah Jazz,122,Washington Wizards,131,Capital One Arena,9,Utah Jazz Vs Washington Wizards,Washington Wizards
596,Thu Mar 18 2021,7:30p,Oklahoma City Thunder,93,Atlanta Hawks,116,State Farm Arena,23,Oklahoma City Thunder Vs Atlanta Hawks,Atlanta Hawks
597,Thu Mar 18 2021,7:30p,Orlando Magic,93,New York Knicks,94,Madison Square Garden (IV),1,Orlando Magic Vs New York Knicks,New York Knicks
598,Thu Mar 18 2021,10:00p,Minnesota Timberwolves,123,Phoenix Suns,119,Phoenix Suns Arena,4,Minnesota Timberwolves Vs Phoenix Suns,Minnesota Timberwolves
599,Thu Mar 18 2021,10:00p,New Orleans Pelicans,93,Portland Trail Blazers,101,Moda Center,8,New Orleans Pelicans Vs Portland Trail Blazers,Portland Trail Blazers
600,Thu Mar 18 2021,10:30p,Charlotte Hornets,105,Los Angeles Lakers,116,STAPLES Center,11,Charlotte Hornets Vs Los Angeles Lakers,Los Angeles Lakers
601,Fri Mar 19 2021,7:30p,Sacramento Kings,107,Boston Celtics,96,TD Garden,11,Sacramento Kings Vs Boston Celtics,Sacramento Kings
602,Fri Mar 19 2021,7:30p,San Antonio Spurs,116,Cleveland Cavaliers,110,Rocket Mortgage Fieldhouse,6,San Antonio Spurs Vs Cleveland Cavaliers,San Antonio Spurs
603,Fri Mar 19 2021,8:00p,Detroit Pistons,113,Houston Rockets,100,Toyota Center,13,Detroit Pistons Vs Houston Rockets,Detroit Pistons
604,Fri Mar 19 2021,8:00p,Golden State Warriors,116,Memphis Grizzlies,103,FedEx Forum,13,Golden State Warriors Vs Memphis Grizzlies,Golden State Warriors
605,Fri Mar 19 2021,8:00p,Indiana Pacers,137,Miami Heat,110,AmericanAirlines Arena,27,Indiana Pacers Vs Miami Heat,Indiana Pacers
606,Fri Mar 19 2021,8:00p,Brooklyn Nets,113,Orlando Magic,121,Amway Center,8,Brooklyn Nets Vs Orlando Magic,Orlando Magic
607,Fri Mar 19 2021,8:00p,Utah Jazz,115,Toronto Raptors,112,Amalie Arena,3,Utah Jazz Vs Toronto Raptors,Utah Jazz
608,Fri Mar 19 2021,9:00p,Chicago Bulls,127,Denver Nuggets,131,Ball Arena,4,Chicago Bulls Vs Denver Nuggets,Denver Nuggets
609,Fri Mar 19 2021,10:00p,Minnesota Timberwolves,101,Phoenix Suns,113,Phoenix Suns Arena,12,Minnesota Timberwolves Vs Phoenix Suns,Phoenix Suns
610,Fri Mar 19 2021,10:00p,Dallas Mavericks,119,Portland Trail Blazers,125,Moda Center,6,Dallas Mavericks Vs Portland Trail Blazers,Portland Trail Blazers
611,Sat Mar 20 2021,3:30p,Atlanta Hawks,99,Los Angeles Lakers,94,STAPLES Center,5,Atlanta Hawks Vs Los Angeles Lakers,Atlanta Hawks
612,Sat Mar 20 2021,8:00p,Golden State Warriors,103,Memphis Grizzlies,111,FedEx Forum,8,Golden State Warriors Vs Memphis Grizzlies,Memphis Grizzlies
613,Sat Mar 20 2021,8:00p,Sacramento Kings,105,Philadelphia 76ers,129,Wells Fargo Center,24,Sacramento Kings Vs Philadelphia 76ers,Philadelphia 76ers
614,Sat Mar 20 2021,9:00p,San Antonio Spurs,113,Milwaukee Bucks,120,Fiserv Forum,7,San Antonio Spurs Vs Milwaukee Bucks,Milwaukee Bucks
615,Sat Mar 20 2021,10:00p,Charlotte Hornets,98,Los Angeles Clippers,125,STAPLES Center,27,Charlotte Hornets Vs Los Angeles Clippers,Los Angeles Clippers
616,Sun Mar 21 2021,1:00p,Indiana Pacers,109,Miami Heat,106,AmericanAirlines Arena,3,Indiana Pacers Vs Miami Heat,Indiana Pacers
617,Sun Mar 21 2021,2:00p,Oklahoma City Thunder,114,Houston Rockets,112,Toyota Center,2,Oklahoma City Thunder Vs Houston Rockets,Oklahoma City Thunder
618,Sun Mar 21 2021,3:00p,New Orleans Pelicans,113,Denver Nuggets,108,Ball Arena,5,New Orleans Pelicans Vs Denver Nuggets,New Orleans Pelicans
619,Sun Mar 21 2021,3:30p,Orlando Magic,96,Boston Celtics,112,TD Garden,16,Orlando Magic Vs Boston Celtics,Boston Celtics
620,Sun Mar 21 2021,7:00p,Washington Wizards,106,Brooklyn Nets,113,Barclays Center,7,Washington Wizards Vs Brooklyn Nets,Brooklyn Nets
621,Sun Mar 21 2021,7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,Rocket Mortgage Fieldhouse,11,Toronto Raptors Vs Cleveland Cavaliers,Cleveland Cavaliers
622,Sun Mar 21 2021,7:00p,Chicago Bulls,100,Detroit Pistons,86,Little Caesars Arena,14,Chicago Bulls Vs Detroit Pistons,Chicago Bulls
623,Sun Mar 21 2021,8:00p,Philadelphia 76ers,101,New York Knicks,100,Madison Square Garden (IV),1,Philadelphia 76ers Vs New York Knicks,Philadelphia 76ers
624,Sun Mar 21 2021,10:00p,Los Angeles Lakers,94,Phoenix Suns,111,Phoenix Suns Arena,17,Los Angeles Lakers Vs Phoenix Suns,Phoenix Suns
625,Sun Mar 21 2021,10:00p,Dallas Mavericks,132,Portland Trail Blazers,92,Moda Center,40,Dallas Mavericks Vs Portland Trail Blazers,Dallas Mavericks
626,Mon Mar 22 2021,7:30p,Sacramento Kings,119,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,14,Sacramento Kings Vs Cleveland Cavaliers,Sacramento Kings
627,Mon Mar 22 2021,8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,103,Target Center,9,Oklahoma City Thunder Vs Minnesota Timberwolves,Oklahoma City Thunder
628,Mon Mar 22 2021,8:30p,Charlotte Hornets,100,San Antonio Spurs,97,AT&T Center,3,Charlotte Hornets Vs San Antonio Spurs,Charlotte Hornets
629,Mon Mar 22 2021,9:00p,Utah Jazz,120,Chicago Bulls,95,United Center,25,Utah Jazz Vs Chicago Bulls,Utah Jazz
630,Mon Mar 22 2021,9:00p,Toronto Raptors,99,Houston Rockets,117,Toyota Center,18,Toronto Raptors Vs Houston Rockets,Houston Rockets
631,Mon Mar 22 2021,9:00p,Boston Celtics,126,Memphis Grizzlies,132,FedEx Forum,6,Boston Celtics Vs Memphis Grizzlies,Memphis Grizzlies
632,Mon Mar 22 2021,9:00p,Indiana Pacers,113,Milwaukee Bucks,140,Fiserv Forum,27,Indiana Pacers Vs Milwaukee Bucks,Milwaukee Bucks
633,Mon Mar 22 2021,10:00p,Atlanta Hawks,110,Los Angeles Clippers,119,STAPLES Center,9,Atlanta Hawks Vs Los Angeles Clippers,Los Angeles Clippers
634,Tue Mar 23 2021,7:00p,Denver Nuggets,110,Orlando Magic,99,Amway Center,11,Denver Nuggets Vs Orlando Magic,Denver Nuggets
635,Tue Mar 23 2021,7:30p,Los Angeles Lakers,111,New Orleans Pelicans,128,Smoothie King Center,17,Los Angeles Lakers Vs New Orleans Pelicans,New Orleans Pelicans
636,Tue Mar 23 2021,7:30p,Washington Wizards,113,New York Knicks,131,Madison Square Garden (IV),18,Washington Wizards Vs New York Knicks,New York Knicks
637,Tue Mar 23 2021,8:00p,Phoenix Suns,110,Miami Heat,100,AmericanAirlines Arena,10,Phoenix Suns Vs Miami Heat,Phoenix Suns
638,Tue Mar 23 2021,10:00p,Philadelphia 76ers,108,Golden State Warriors,98,Chase Center,10,Philadelphia 76ers Vs Golden State Warriors,Philadelphia 76ers
639,Tue Mar 23 2021,10:00p,Brooklyn Nets,116,Portland Trail Blazers,112,Moda Center,4,Brooklyn Nets Vs Portland Trail Blazers,Brooklyn Nets
640,Wed Mar 24 2021,7:00p,Detroit Pistons,111,Indiana Pacers,116,Bankers Life Fieldhouse,5,Detroit Pistons Vs Indiana Pacers,Indiana Pacers
641,Wed Mar 24 2021,7:30p,Boston Celtics,119,Milwaukee Bucks,121,Fiserv Forum,2,Boston Celtics Vs Milwaukee Bucks,Milwaukee Bucks
642,Wed Mar 24 2021,7:30p,Denver Nuggets,111,Toronto Raptors,135,Amalie Arena,24,Denver Nuggets Vs Toronto Raptors,Toronto Raptors
643,Wed Mar 24 2021,8:00p,Cleveland Cavaliers,103,Chicago Bulls,94,United Center,9,Cleveland Cavaliers Vs Chicago Bulls,Cleveland Cavaliers
644,Wed Mar 24 2021,8:00p,Charlotte Hornets,122,Houston Rockets,97,Toyota Center,25,Charlotte Hornets Vs Houston Rockets,Charlotte Hornets
645,Wed Mar 24 2021,8:00p,Dallas Mavericks,128,Minnesota Timberwolves,108,Target Center,20,Dallas Mavericks Vs Minnesota Timberwolves,Dallas Mavericks
646,Wed Mar 24 2021,8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,Chesapeake Energy Arena,9,Memphis Grizzlies Vs Oklahoma City Thunder,Memphis Grizzlies
647,Wed Mar 24 2021,8:00p,Phoenix Suns,111,Orlando Magic,112,Amway Center,1,Phoenix Suns Vs Orlando Magic,Orlando Magic
648,Wed Mar 24 2021,8:30p,Los Angeles Clippers,134,San Antonio Spurs,101,AT&T Center,33,Los Angeles Clippers Vs San Antonio Spurs,Los Angeles Clippers
649,Wed Mar 24 2021,10:00p,Atlanta Hawks,108,Sacramento Kings,110,Golden 1 Center,2,Atlanta Hawks Vs Sacramento Kings,Sacramento Kings
650,Wed Mar 24 2021,10:00p,Brooklyn Nets,88,Utah Jazz,118,Vivint Smart Home Arena,30,Brooklyn Nets Vs Utah Jazz,Utah Jazz
651,Thu Mar 25 2021,7:30p,Portland Trail Blazers,125,Miami Heat,122,AmericanAirlines Arena,3,Portland Trail Blazers Vs Miami Heat,Portland Trail Blazers
652,Thu Mar 25 2021,7:30p,Washington Wizards,102,New York Knicks,106,Madison Square Garden (IV),4,Washington Wizards Vs New York Knicks,New York Knicks
653,Thu Mar 25 2021,8:30p,Los Angeles Clippers,98,San Antonio Spurs,85,AT&T Center,13,Los Angeles Clippers Vs San Antonio Spurs,Los Angeles Clippers
654,Thu Mar 25 2021,10:00p,Philadelphia 76ers,109,Los Angeles Lakers,101,STAPLES Center,8,Philadelphia 76ers Vs Los Angeles Lakers,Philadelphia 76ers
655,Thu Mar 25 2021,10:00p,Golden State Warriors,119,Sacramento Kings,141,Golden 1 Center,22,Golden State Warriors Vs Sacramento Kings,Sacramento Kings
656,Fri Mar 26 2021,7:00p,Brooklyn Nets,113,Detroit Pistons,111,Little Caesars Arena,2,Brooklyn Nets Vs Detroit Pistons,Brooklyn Nets
657,Fri Mar 26 2021,7:30p,Boston Celtics,122,Milwaukee Bucks,114,Fiserv Forum,8,Boston Celtics Vs Milwaukee Bucks,Boston Celtics
658,Fri Mar 26 2021,7:30p,Phoenix Suns,104,Toronto Raptors,100,Amalie Arena,4,Phoenix Suns Vs Toronto Raptors,Phoenix Suns
659,Fri Mar 26 2021,8:00p,Miami Heat,105,Charlotte Hornets,110,Spectrum Center,5,Miami Heat Vs Charlotte Hornets,Charlotte Hornets
660,Fri Mar 26 2021,8:00p,Houston Rockets,101,Minnesota Timberwolves,107,Target Center,6,Houston Rockets Vs Minnesota Timberwolves,Minnesota Timberwolves
