,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Arena,Point Difference,Team v. Team,Winner
0,Tue Oct 19 2021,7:30p,Brooklyn Nets,104,Milwaukee Bucks,127,Fiserv Forum,23,Brooklyn Nets Vs Milwaukee Bucks,Milwaukee Bucks
1,Tue Oct 19 2021,10:00p,Golden State Warriors,121,Los Angeles Lakers,114,Crypto.com Arena,7,Golden State Warriors Vs Los Angeles Lakers,Golden State Warriors
2,Wed Oct 20 2021,7:00p,Indiana Pacers,122,Charlotte Hornets,123,Spectrum Center,1,Indiana Pacers Vs Charlotte Hornets,Charlotte Hornets
3,Wed Oct 20 2021,7:00p,Chicago Bulls,94,Detroit Pistons,88,Little Caesars Arena,6,Chicago Bulls Vs Detroit Pistons,Chicago Bulls
4,Wed Oct 20 2021,7:30p,Boston Celtics,134,New York Knicks,138,Madison Square Garden (IV),4,Boston Celtics Vs New York Knicks,New York Knicks
5,Wed Oct 20 2021,7:30p,Washington Wizards,98,Toronto Raptors,83,Scotiabank Arena,15,Washington Wizards Vs Toronto Raptors,Washington Wizards
6,Wed Oct 20 2021,8:00p,Cleveland Cavaliers,121,Memphis Grizzlies,132,FedEx Forum,11,Cleveland Cavaliers Vs Memphis Grizzlies,Memphis Grizzlies
7,Wed Oct 20 2021,8:00p,Houston Rockets,106,Minnesota Timberwolves,124,Target Center,18,Houston Rockets Vs Minnesota Timberwolves,Minnesota Timberwolves
8,Wed Oct 20 2021,8:00p,Philadelphia 76ers,117,New Orleans Pelicans,97,Smoothie King Center,20,Philadelphia 76ers Vs New Orleans Pelicans,Philadelphia 76ers
9,Wed Oct 20 2021,8:30p,Orlando Magic,97,San Antonio Spurs,123,AT&T Center,26,Orlando Magic Vs San Antonio Spurs,San Antonio Spurs
10,Wed Oct 20 2021,9:00p,Oklahoma City Thunder,86,Utah Jazz,107,Vivint Smart Home Arena,21,Oklahoma City Thunder Vs Utah Jazz,Utah Jazz
11,Wed Oct 20 2021,10:00p,Sacramento Kings,124,Portland Trail Blazers,121,Moda Center,3,Sacramento Kings Vs Portland Trail Blazers,Sacramento Kings
12,Wed Oct 20 2021,10:00p,Denver Nuggets,110,Phoenix Suns,98,Phoenix Suns Arena,12,Denver Nuggets Vs Phoenix Suns,Denver Nuggets
13,Thu Oct 21 2021,7:30p,Dallas Mavericks,87,Atlanta Hawks,113,State Farm Arena,26,Dallas Mavericks Vs Atlanta Hawks,Atlanta Hawks
14,Thu Oct 21 2021,8:00p,Milwaukee Bucks,95,Miami Heat,137,FTX Arena,42,Milwaukee Bucks Vs Miami Heat,Miami Heat
15,Thu Oct 21 2021,10:00p,Los Angeles Clippers,113,Golden State Warriors,115,Chase Center,2,Los Angeles Clippers Vs Golden State Warriors,Golden State Warriors
16,Fri Oct 22 2021,7:00p,New York Knicks,121,Orlando Magic,96,Amway Center,25,New York Knicks Vs Orlando Magic,New York Knicks
17,Fri Oct 22 2021,7:00p,Indiana Pacers,134,Washington Wizards,135,Capital One Arena,1,Indiana Pacers Vs Washington Wizards,Washington Wizards
18,Fri Oct 22 2021,7:00p,Charlotte Hornets,123,Cleveland Cavaliers,112,Rocket Mortgage Fieldhouse,11,Charlotte Hornets Vs Cleveland Cavaliers,Charlotte Hornets
19,Fri Oct 22 2021,7:30p,Toronto Raptors,115,Boston Celtics,83,TD Garden,32,Toronto Raptors Vs Boston Celtics,Toronto Raptors
20,Fri Oct 22 2021,7:30p,Brooklyn Nets,114,Philadelphia 76ers,109,Wells Fargo Center,5,Brooklyn Nets Vs Philadelphia 76ers,Brooklyn Nets
21,Fri Oct 22 2021,8:00p,Oklahoma City Thunder,91,Houston Rockets,124,Toyota Center,33,Oklahoma City Thunder Vs Houston Rockets,Houston Rockets
22,Fri Oct 22 2021,8:00p,New Orleans Pelicans,112,Chicago Bulls,128,United Center,16,New Orleans Pelicans Vs Chicago Bulls,Chicago Bulls
23,Fri Oct 22 2021,9:00p,San Antonio Spurs,96,Denver Nuggets,102,Ball Arena,6,San Antonio Spurs Vs Denver Nuggets,Denver Nuggets
24,Fri Oct 22 2021,10:00p,Phoenix Suns,115,Los Angeles Lakers,105,Crypto.com Arena,10,Phoenix Suns Vs Los Angeles Lakers,Phoenix Suns
25,Fri Oct 22 2021,10:00p,Utah Jazz,110,Sacramento Kings,101,Golden 1 Center,9,Utah Jazz Vs Sacramento Kings,Utah Jazz
26,Sat Oct 23 2021,6:00p,Atlanta Hawks,95,Cleveland Cavaliers,101,Rocket Mortgage Fieldhouse,6,Atlanta Hawks Vs Cleveland Cavaliers,Cleveland Cavaliers
27,Sat Oct 23 2021,7:00p,Miami Heat,91,Indiana Pacers,102,Gainbridge Fieldhouse,11,Miami Heat Vs Indiana Pacers,Indiana Pacers
28,Sat Oct 23 2021,7:30p,Dallas Mavericks,103,Toronto Raptors,95,Scotiabank Arena,8,Dallas Mavericks Vs Toronto Raptors,Dallas Mavericks
29,Sat Oct 23 2021,8:00p,Detroit Pistons,82,Chicago Bulls,97,United Center,15,Detroit Pistons Vs Chicago Bulls,Chicago Bulls
30,Sat Oct 23 2021,8:00p,New Orleans Pelicans,89,Minnesota Timberwolves,96,Target Center,7,New Orleans Pelicans Vs Minnesota Timberwolves,Minnesota Timberwolves
31,Sat Oct 23 2021,8:30p,Milwaukee Bucks,121,San Antonio Spurs,111,AT&T Center,10,Milwaukee Bucks Vs San Antonio Spurs,Milwaukee Bucks
32,Sat Oct 23 2021,10:00p,Phoenix Suns,105,Portland Trail Blazers,134,Moda Center,29,Phoenix Suns Vs Portland Trail Blazers,Portland Trail Blazers
33,Sat Oct 23 2021,10:30p,Memphis Grizzlies,120,Los Angeles Clippers,114,Crypto.com Arena,6,Memphis Grizzlies Vs Los Angeles Clippers,Memphis Grizzlies
34,Sun Oct 24 2021,4:00p,Charlotte Hornets,111,Brooklyn Nets,95,Barclays Center,16,Charlotte Hornets Vs Brooklyn Nets,Charlotte Hornets
35,Sun Oct 24 2021,7:00p,Boston Celtics,107,Houston Rockets,97,Toyota Center,10,Boston Celtics Vs Houston Rockets,Boston Celtics
36,Sun Oct 24 2021,7:00p,Orlando Magic,110,New York Knicks,104,Madison Square Garden (IV),6,Orlando Magic Vs New York Knicks,Orlando Magic
37,Sun Oct 24 2021,7:00p,Philadelphia 76ers,115,Oklahoma City Thunder,103,Paycom Center,12,Philadelphia 76ers Vs Oklahoma City Thunder,Philadelphia 76ers
38,Sun Oct 24 2021,9:00p,Golden State Warriors,119,Sacramento Kings,107,Golden 1 Center,12,Golden State Warriors Vs Sacramento Kings,Golden State Warriors
39,Sun Oct 24 2021,9:30p,Memphis Grizzlies,118,Los Angeles Lakers,121,Crypto.com Arena,3,Memphis Grizzlies Vs Los Angeles Lakers,Los Angeles Lakers
40,Mon Oct 25 2021,7:00p,Boston Celtics,140,Charlotte Hornets,129,Spectrum Center,11,Boston Celtics Vs Charlotte Hornets,Boston Celtics
41,Mon Oct 25 2021,7:00p,Milwaukee Bucks,119,Indiana Pacers,109,Gainbridge Fieldhouse,10,Milwaukee Bucks Vs Indiana Pacers,Milwaukee Bucks
42,Mon Oct 25 2021,7:30p,Chicago Bulls,111,Toronto Raptors,108,Scotiabank Arena,3,Chicago Bulls Vs Toronto Raptors,Chicago Bulls
43,Mon Oct 25 2021,7:30p,Orlando Magic,90,Miami Heat,107,FTX Arena,17,Orlando Magic Vs Miami Heat,Miami Heat
44,Mon Oct 25 2021,7:30p,Washington Wizards,90,Brooklyn Nets,104,Barclays Center,14,Washington Wizards Vs Brooklyn Nets,Brooklyn Nets
45,Mon Oct 25 2021,7:30p,Detroit Pistons,104,Atlanta Hawks,122,State Farm Arena,18,Detroit Pistons Vs Atlanta Hawks,Atlanta Hawks
46,Mon Oct 25 2021,8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,98,Target Center,9,New Orleans Pelicans Vs Minnesota Timberwolves,New Orleans Pelicans
47,Mon Oct 25 2021,9:00p,Cleveland Cavaliers,99,Denver Nuggets,87,Ball Arena,12,Cleveland Cavaliers Vs Denver Nuggets,Cleveland Cavaliers
48,Mon Oct 25 2021,10:30p,Portland Trail Blazers,86,Los Angeles Clippers,116,Crypto.com Arena,30,Portland Trail Blazers Vs Los Angeles Clippers,Los Angeles Clippers
49,Tue Oct 26 2021,7:30p,Philadelphia 76ers,99,New York Knicks,112,Madison Square Garden (IV),13,Philadelphia 76ers Vs New York Knicks,New York Knicks
50,Tue Oct 26 2021,8:00p,Golden State Warriors,106,Oklahoma City Thunder,98,Paycom Center,8,Golden State Warriors Vs Oklahoma City Thunder,Golden State Warriors
51,Tue Oct 26 2021,8:30p,Los Angeles Lakers,125,San Antonio Spurs,121,AT&T Center,4,Los Angeles Lakers Vs San Antonio Spurs,Los Angeles Lakers
52,Tue Oct 26 2021,8:30p,Houston Rockets,106,Dallas Mavericks,116,American Airlines Center,10,Houston Rockets Vs Dallas Mavericks,Dallas Mavericks
53,Tue Oct 26 2021,10:00p,Denver Nuggets,110,Utah Jazz,122,Vivint Smart Home Arena,12,Denver Nuggets Vs Utah Jazz,Utah Jazz
54,Wed Oct 27 2021,7:00p,Charlotte Hornets,120,Orlando Magic,111,Amway Center,9,Charlotte Hornets Vs Orlando Magic,Charlotte Hornets
55,Wed Oct 27 2021,7:30p,Washington Wizards,116,Boston Celtics,107,TD Garden,9,Washington Wizards Vs Boston Celtics,Washington Wizards
56,Wed Oct 27 2021,7:30p,Miami Heat,106,Brooklyn Nets,93,Barclays Center,13,Miami Heat Vs Brooklyn Nets,Miami Heat
57,Wed Oct 27 2021,7:30p,Indiana Pacers,100,Toronto Raptors,118,Scotiabank Arena,18,Indiana Pacers Vs Toronto Raptors,Toronto Raptors
58,Wed Oct 27 2021,7:30p,Atlanta Hawks,102,New Orleans Pelicans,99,Smoothie King Center,3,Atlanta Hawks Vs New Orleans Pelicans,Atlanta Hawks
59,Wed Oct 27 2021,8:00p,Minnesota Timberwolves,113,Milwaukee Bucks,108,Fiserv Forum,5,Minnesota Timberwolves Vs Milwaukee Bucks,Minnesota Timberwolves
60,Wed Oct 27 2021,8:00p,Los Angeles Lakers,115,Oklahoma City Thunder,123,Paycom Center,8,Los Angeles Lakers Vs Oklahoma City Thunder,Oklahoma City Thunder
61,Wed Oct 27 2021,10:00p,Sacramento Kings,110,Phoenix Suns,107,Phoenix Suns Arena,3,Sacramento Kings Vs Phoenix Suns,Sacramento Kings
62,Wed Oct 27 2021,10:00p,Memphis Grizzlies,96,Portland Trail Blazers,116,Moda Center,20,Memphis Grizzlies Vs Portland Trail Blazers,Portland Trail Blazers
63,Wed Oct 27 2021,10:30p,Cleveland Cavaliers,92,Los Angeles Clippers,79,Crypto.com Arena,13,Cleveland Cavaliers Vs Los Angeles Clippers,Cleveland Cavaliers
64,Thu Oct 28 2021,7:00p,Atlanta Hawks,111,Washington Wizards,122,Capital One Arena,11,Atlanta Hawks Vs Washington Wizards,Washington Wizards
65,Thu Oct 28 2021,7:00p,Detroit Pistons,102,Philadelphia 76ers,110,Wells Fargo Center,8,Detroit Pistons Vs Philadelphia 76ers,Philadelphia 76ers
66,Thu Oct 28 2021,8:00p,Utah Jazz,122,Houston Rockets,91,Toyota Center,31,Utah Jazz Vs Houston Rockets,Utah Jazz
67,Thu Oct 28 2021,8:00p,New York Knicks,104,Chicago Bulls,103,United Center,1,New York Knicks Vs Chicago Bulls,New York Knicks
68,Thu Oct 28 2021,8:30p,San Antonio Spurs,99,Dallas Mavericks,104,American Airlines Center,5,San Antonio Spurs Vs Dallas Mavericks,Dallas Mavericks
69,Thu Oct 28 2021,10:00p,Memphis Grizzlies,104,Golden State Warriors,101,Chase Center,3,Memphis Grizzlies Vs Golden State Warriors,Memphis Grizzlies
70,Fri Oct 29 2021,7:00p,Orlando Magic,109,Toronto Raptors,110,Scotiabank Arena,1,Orlando Magic Vs Toronto Raptors,Toronto Raptors
71,Fri Oct 29 2021,7:30p,Charlotte Hornets,99,Miami Heat,114,FTX Arena,15,Charlotte Hornets Vs Miami Heat,Miami Heat
72,Fri Oct 29 2021,7:30p,Indiana Pacers,98,Brooklyn Nets,105,Barclays Center,7,Indiana Pacers Vs Brooklyn Nets,Brooklyn Nets
73,Fri Oct 29 2021,8:00p,Sacramento Kings,113,New Orleans Pelicans,109,Smoothie King Center,4,Sacramento Kings Vs New Orleans Pelicans,Sacramento Kings
74,Fri Oct 29 2021,10:00p,Dallas Mavericks,75,Denver Nuggets,106,Ball Arena,31,Dallas Mavericks Vs Denver Nuggets,Denver Nuggets
75,Fri Oct 29 2021,10:00p,Los Angeles Clippers,92,Portland Trail Blazers,111,Moda Center,19,Los Angeles Clippers Vs Portland Trail Blazers,Portland Trail Blazers
76,Fri Oct 29 2021,10:30p,Cleveland Cavaliers,101,Los Angeles Lakers,113,Crypto.com Arena,12,Cleveland Cavaliers Vs Los Angeles Lakers,Los Angeles Lakers
77,Sat Oct 30 2021,5:00p,Boston Celtics,112,Washington Wizards,115,Capital One Arena,3,Boston Celtics Vs Washington Wizards,Washington Wizards
78,Sat Oct 30 2021,7:00p,Orlando Magic,103,Detroit Pistons,110,Little Caesars Arena,7,Orlando Magic Vs Detroit Pistons,Detroit Pistons
79,Sat Oct 30 2021,7:00p,New York Knicks,123,New Orleans Pelicans,117,Smoothie King Center,6,New York Knicks Vs New Orleans Pelicans,New York Knicks
80,Sat Oct 30 2021,7:30p,Toronto Raptors,97,Indiana Pacers,94,Gainbridge Fieldhouse,3,Toronto Raptors Vs Indiana Pacers,Toronto Raptors
81,Sat Oct 30 2021,7:30p,Atlanta Hawks,94,Philadelphia 76ers,122,Wells Fargo Center,28,Atlanta Hawks Vs Philadelphia 76ers,Philadelphia 76ers
82,Sat Oct 30 2021,8:00p,Utah Jazz,99,Chicago Bulls,107,United Center,8,Utah Jazz Vs Chicago Bulls,Chicago Bulls
83,Sat Oct 30 2021,8:00p,Miami Heat,129,Memphis Grizzlies,103,FedEx Forum,26,Miami Heat Vs Memphis Grizzlies,Miami Heat
84,Sat Oct 30 2021,8:00p,San Antonio Spurs,102,Milwaukee Bucks,93,Fiserv Forum,9,San Antonio Spurs Vs Milwaukee Bucks,San Antonio Spurs
85,Sat Oct 30 2021,8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,Chase Center,21,Oklahoma City Thunder Vs Golden State Warriors,Golden State Warriors
86,Sat Oct 30 2021,9:00p,Denver Nuggets,93,Minnesota Timberwolves,91,Target Center,2,Denver Nuggets Vs Minnesota Timberwolves,Denver Nuggets
87,Sat Oct 30 2021,10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,Phoenix Suns Arena,9,Cleveland Cavaliers Vs Phoenix Suns,Phoenix Suns
88,Sun Oct 31 2021,3:30p,Sacramento Kings,99,Dallas Mavericks,105,American Airlines Center,6,Sacramento Kings Vs Dallas Mavericks,Dallas Mavericks
89,Sun Oct 31 2021,7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,Spectrum Center,12,Portland Trail Blazers Vs Charlotte Hornets,Charlotte Hornets
90,Sun Oct 31 2021,7:00p,Utah Jazz,107,Milwaukee Bucks,95,Fiserv Forum,12,Utah Jazz Vs Milwaukee Bucks,Utah Jazz
91,Sun Oct 31 2021,7:30p,Detroit Pistons,91,Brooklyn Nets,117,Barclays Center,26,Detroit Pistons Vs Brooklyn Nets,Brooklyn Nets
92,Sun Oct 31 2021,10:30p,Houston Rockets,85,Los Angeles Lakers,95,Crypto.com Arena,10,Houston Rockets Vs Los Angeles Lakers,Los Angeles Lakers
93,Mon Nov 1 2021,7:00p,Cleveland Cavaliers,113,Charlotte Hornets,110,Spectrum Center,3,Cleveland Cavaliers Vs Charlotte Hornets,Cleveland Cavaliers
94,Mon Nov 1 2021,7:00p,San Antonio Spurs,118,Indiana Pacers,131,Gainbridge Fieldhouse,13,San Antonio Spurs Vs Indiana Pacers,Indiana Pacers
95,Mon Nov 1 2021,7:00p,Portland Trail Blazers,103,Philadelphia 76ers,113,Wells Fargo Center,10,Portland Trail Blazers Vs Philadelphia 76ers,Philadelphia 76ers
96,Mon Nov 1 2021,7:30p,Washington Wizards,111,Atlanta Hawks,118,State Farm Arena,7,Washington Wizards Vs Atlanta Hawks,Atlanta Hawks
97,Mon Nov 1 2021,7:30p,Chicago Bulls,128,Boston Celtics,114,TD Garden,14,Chicago Bulls Vs Boston Celtics,Chicago Bulls
98,Mon Nov 1 2021,7:30p,Toronto Raptors,113,New York Knicks,104,Madison Square Garden (IV),9,Toronto Raptors Vs New York Knicks,Toronto Raptors
99,Mon Nov 1 2021,8:00p,Denver Nuggets,97,Memphis Grizzlies,106,FedEx Forum,9,Denver Nuggets Vs Memphis Grizzlies,Memphis Grizzlies
100,Mon Nov 1 2021,8:00p,Orlando Magic,115,Minnesota Timberwolves,97,Target Center,18,Orlando Magic Vs Minnesota Timberwolves,Orlando Magic
101,Mon Nov 1 2021,10:30p,Oklahoma City Thunder,94,Los Angeles Clippers,99,Crypto.com Arena,5,Oklahoma City Thunder Vs Los Angeles Clippers,Los Angeles Clippers
102,Tue Nov 2 2021,7:00p,Milwaukee Bucks,117,Detroit Pistons,89,Little Caesars Arena,28,Milwaukee Bucks Vs Detroit Pistons,Milwaukee Bucks
103,Tue Nov 2 2021,7:30p,Miami Heat,125,Dallas Mavericks,110,American Airlines Center,15,Miami Heat Vs Dallas Mavericks,Miami Heat
104,Tue Nov 2 2021,9:00p,Sacramento Kings,113,Utah Jazz,119,Vivint Smart Home Arena,6,Sacramento Kings Vs Utah Jazz,Utah Jazz
105,Tue Nov 2 2021,10:00p,New Orleans Pelicans,100,Phoenix Suns,112,Phoenix Suns Arena,12,New Orleans Pelicans Vs Phoenix Suns,Phoenix Suns
106,Tue Nov 2 2021,10:30p,Houston Rockets,117,Los Angeles Lakers,119,Crypto.com Arena,2,Houston Rockets Vs Los Angeles Lakers,Los Angeles Lakers
107,Wed Nov 3 2021,7:00p,Portland Trail Blazers,104,Cleveland Cavaliers,107,Rocket Mortgage Fieldhouse,3,Portland Trail Blazers Vs Cleveland Cavaliers,Cleveland Cavaliers
108,Wed Nov 3 2021,7:00p,New York Knicks,98,Indiana Pacers,111,Gainbridge Fieldhouse,13,New York Knicks Vs Indiana Pacers,Indiana Pacers
109,Wed Nov 3 2021,7:00p,Boston Celtics,92,Orlando Magic,79,Amway Center,13,Boston Celtics Vs Orlando Magic,Boston Celtics
110,Wed Nov 3 2021,7:00p,Chicago Bulls,98,Philadelphia 76ers,103,Wells Fargo Center,5,Chicago Bulls Vs Philadelphia 76ers,Philadelphia 76ers
111,Wed Nov 3 2021,7:00p,Toronto Raptors,109,Washington Wizards,100,Capital One Arena,9,Toronto Raptors Vs Washington Wizards,Toronto Raptors
112,Wed Nov 3 2021,7:30p,Atlanta Hawks,108,Brooklyn Nets,117,Barclays Center,9,Atlanta Hawks Vs Brooklyn Nets,Brooklyn Nets
113,Wed Nov 3 2021,8:00p,Denver Nuggets,106,Memphis Grizzlies,108,FedEx Forum,2,Denver Nuggets Vs Memphis Grizzlies,Memphis Grizzlies
114,Wed Nov 3 2021,8:00p,Los Angeles Clippers,126,Minnesota Timberwolves,115,Target Center,11,Los Angeles Clippers Vs Minnesota Timberwolves,Los Angeles Clippers
115,Wed Nov 3 2021,8:30p,Dallas Mavericks,109,San Antonio Spurs,108,AT&T Center,1,Dallas Mavericks Vs San Antonio Spurs,Dallas Mavericks
116,Wed Nov 3 2021,10:00p,Charlotte Hornets,92,Golden State Warriors,114,Chase Center,22,Charlotte Hornets Vs Golden State Warriors,Golden State Warriors
117,Wed Nov 3 2021,10:00p,New Orleans Pelicans,99,Sacramento Kings,112,Golden 1 Center,13,New Orleans Pelicans Vs Sacramento Kings,Sacramento Kings
118,Thu Nov 4 2021,7:00p,Philadelphia 76ers,109,Detroit Pistons,98,Little Caesars Arena,11,Philadelphia 76ers Vs Detroit Pistons,Philadelphia 76ers
119,Thu Nov 4 2021,7:30p,Utah Jazz,116,Atlanta Hawks,98,State Farm Arena,18,Utah Jazz Vs Atlanta Hawks,Utah Jazz
120,Thu Nov 4 2021,7:30p,Boston Celtics,95,Miami Heat,78,FTX Arena,17,Boston Celtics Vs Miami Heat,Boston Celtics
121,Thu Nov 4 2021,10:00p,Houston Rockets,111,Phoenix Suns,123,Phoenix Suns Arena,12,Houston Rockets Vs Phoenix Suns,Phoenix Suns
122,Thu Nov 4 2021,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,104,Crypto.com Arena,3,Oklahoma City Thunder Vs Los Angeles Lakers,Oklahoma City Thunder
123,Fri Nov 5 2021,7:00p,Brooklyn Nets,96,Detroit Pistons,90,Little Caesars Arena,6,Brooklyn Nets Vs Detroit Pistons,Brooklyn Nets
124,Fri Nov 5 2021,7:00p,San Antonio Spurs,102,Orlando Magic,89,Amway Center,13,San Antonio Spurs Vs Orlando Magic,San Antonio Spurs
125,Fri Nov 5 2021,7:00p,Memphis Grizzlies,87,Washington Wizards,115,Capital One Arena,28,Memphis Grizzlies Vs Washington Wizards,Washington Wizards
126,Fri Nov 5 2021,7:30p,New York Knicks,113,Milwaukee Bucks,98,Fiserv Forum,15,New York Knicks Vs Milwaukee Bucks,New York Knicks
127,Fri Nov 5 2021,7:30p,Cleveland Cavaliers,102,Toronto Raptors,101,Scotiabank Arena,1,Cleveland Cavaliers Vs Toronto Raptors,Cleveland Cavaliers
128,Fri Nov 5 2021,8:00p,Los Angeles Clippers,104,Minnesota Timberwolves,84,Target Center,20,Los Angeles Clippers Vs Minnesota Timberwolves,Los Angeles Clippers
129,Fri Nov 5 2021,10:00p,New Orleans Pelicans,85,Golden State Warriors,126,Chase Center,41,New Orleans Pelicans Vs Golden State Warriors,Golden State Warriors
130,Fri Nov 5 2021,10:00p,Indiana Pacers,106,Portland Trail Blazers,110,Moda Center,4,Indiana Pacers Vs Portland Trail Blazers,Portland Trail Blazers
131,Fri Nov 5 2021,10:00p,Charlotte Hornets,110,Sacramento Kings,140,Golden 1 Center,30,Charlotte Hornets Vs Sacramento Kings,Sacramento Kings
132,Sat Nov 6 2021,5:00p,Houston Rockets,94,Denver Nuggets,95,Ball Arena,1,Houston Rockets Vs Denver Nuggets,Denver Nuggets
133,Sat Nov 6 2021,7:30p,Utah Jazz,115,Miami Heat,118,FTX Arena,3,Utah Jazz Vs Miami Heat,Miami Heat
134,Sat Nov 6 2021,8:00p,Philadelphia 76ers,114,Chicago Bulls,105,United Center,9,Philadelphia 76ers Vs Chicago Bulls,Philadelphia 76ers
135,Sat Nov 6 2021,8:30p,Boston Celtics,104,Dallas Mavericks,107,American Airlines Center,3,Boston Celtics Vs Dallas Mavericks,Dallas Mavericks
136,Sat Nov 6 2021,10:00p,Atlanta Hawks,117,Phoenix Suns,121,Phoenix Suns Arena,4,Atlanta Hawks Vs Phoenix Suns,Phoenix Suns
137,Sat Nov 6 2021,10:30p,Los Angeles Lakers,90,Portland Trail Blazers,105,Moda Center,15,Los Angeles Lakers Vs Portland Trail Blazers,Portland Trail Blazers
138,Sun Nov 7 2021,3:30p,Brooklyn Nets,116,Toronto Raptors,103,Scotiabank Arena,13,Brooklyn Nets Vs Toronto Raptors,Brooklyn Nets
139,Sun Nov 7 2021,6:00p,Cleveland Cavaliers,126,New York Knicks,109,Madison Square Garden (IV),17,Cleveland Cavaliers Vs New York Knicks,Cleveland Cavaliers
140,Sun Nov 7 2021,6:00p,Utah Jazz,100,Orlando Magic,107,Amway Center,7,Utah Jazz Vs Orlando Magic,Orlando Magic
141,Sun Nov 7 2021,6:00p,Indiana Pacers,94,Sacramento Kings,91,Golden 1 Center,3,Indiana Pacers Vs Sacramento Kings,Indiana Pacers
142,Sun Nov 7 2021,6:00p,Milwaukee Bucks,94,Washington Wizards,101,Capital One Arena,7,Milwaukee Bucks Vs Washington Wizards,Washington Wizards
143,Sun Nov 7 2021,7:00p,San Antonio Spurs,94,Oklahoma City Thunder,99,Paycom Center,5,San Antonio Spurs Vs Oklahoma City Thunder,Oklahoma City Thunder
144,Sun Nov 7 2021,8:30p,Houston Rockets,107,Golden State Warriors,120,Chase Center,13,Houston Rockets Vs Golden State Warriors,Golden State Warriors
145,Sun Nov 7 2021,9:00p,Charlotte Hornets,106,Los Angeles Clippers,120,Crypto.com Arena,14,Charlotte Hornets Vs Los Angeles Clippers,Los Angeles Clippers
146,Mon Nov 8 2021,7:00p,New York Knicks,103,Philadelphia 76ers,96,Wells Fargo Center,7,New York Knicks Vs Philadelphia 76ers,New York Knicks
147,Mon Nov 8 2021,8:00p,Brooklyn Nets,95,Chicago Bulls,118,United Center,23,Brooklyn Nets Vs Chicago Bulls,Chicago Bulls
148,Mon Nov 8 2021,8:00p,Minnesota Timberwolves,118,Memphis Grizzlies,125,FedEx Forum,7,Minnesota Timberwolves Vs Memphis Grizzlies,Memphis Grizzlies
149,Mon Nov 8 2021,8:30p,New Orleans Pelicans,92,Dallas Mavericks,108,American Airlines Center,16,New Orleans Pelicans Vs Dallas Mavericks,Dallas Mavericks
150,Mon Nov 8 2021,9:00p,Miami Heat,96,Denver Nuggets,113,Ball Arena,17,Miami Heat Vs Denver Nuggets,Denver Nuggets
151,Mon Nov 8 2021,10:00p,Atlanta Hawks,113,Golden State Warriors,127,Chase Center,14,Atlanta Hawks Vs Golden State Warriors,Golden State Warriors
152,Mon Nov 8 2021,10:00p,Phoenix Suns,109,Sacramento Kings,104,Golden 1 Center,5,Phoenix Suns Vs Sacramento Kings,Phoenix Suns
153,Mon Nov 8 2021,10:30p,Charlotte Hornets,123,Los Angeles Lakers,126,Crypto.com Arena,3,Charlotte Hornets Vs Los Angeles Lakers,Los Angeles Lakers
154,Tue Nov 9 2021,7:30p,Milwaukee Bucks,118,Philadelphia 76ers,109,Wells Fargo Center,9,Milwaukee Bucks Vs Philadelphia 76ers,Milwaukee Bucks
155,Tue Nov 9 2021,9:00p,Atlanta Hawks,98,Utah Jazz,110,Vivint Smart Home Arena,12,Atlanta Hawks Vs Utah Jazz,Utah Jazz
156,Tue Nov 9 2021,10:00p,Portland Trail Blazers,109,Los Angeles Clippers,117,Crypto.com Arena,8,Portland Trail Blazers Vs Los Angeles Clippers,Los Angeles Clippers
157,Wed Nov 10 2021,7:00p,Washington Wizards,97,Cleveland Cavaliers,94,Rocket Mortgage Fieldhouse,3,Washington Wizards Vs Cleveland Cavaliers,Washington Wizards
158,Wed Nov 10 2021,7:00p,Brooklyn Nets,123,Orlando Magic,90,Amway Center,33,Brooklyn Nets Vs Orlando Magic,Brooklyn Nets
159,Wed Nov 10 2021,7:30p,Toronto Raptors,88,Boston Celtics,104,TD Garden,16,Toronto Raptors Vs Boston Celtics,Boston Celtics
160,Wed Nov 10 2021,7:30p,Detroit Pistons,112,Houston Rockets,104,Toyota Center,8,Detroit Pistons Vs Houston Rockets,Detroit Pistons
161,Wed Nov 10 2021,7:30p,Milwaukee Bucks,112,New York Knicks,100,Madison Square Garden (IV),12,Milwaukee Bucks Vs New York Knicks,Milwaukee Bucks
162,Wed Nov 10 2021,8:00p,Dallas Mavericks,107,Chicago Bulls,117,United Center,10,Dallas Mavericks Vs Chicago Bulls,Chicago Bulls
163,Wed Nov 10 2021,8:00p,Charlotte Hornets,118,Memphis Grizzlies,108,FedEx Forum,10,Charlotte Hornets Vs Memphis Grizzlies,Charlotte Hornets
164,Wed Nov 10 2021,8:00p,Oklahoma City Thunder,108,New Orleans Pelicans,100,Smoothie King Center,8,Oklahoma City Thunder Vs New Orleans Pelicans,Oklahoma City Thunder
165,Wed Nov 10 2021,8:30p,Sacramento Kings,117,San Antonio Spurs,136,AT&T Center,19,Sacramento Kings Vs San Antonio Spurs,San Antonio Spurs
