Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P_FGA%,0-3ft_FGA%,3-10_FGA%,10-16ft_FGA%,16-3Pft_FGA%,3P_FGA%,,2P_FG%,0-3_FG%,3-10_FG%,10-16_FG%,16-3P_FG%,3P_FG%,,2P_FG_AST%,3P_FG_AST%,,%FGA_DUNK,#_DUNK,,%3PA,3P%,,Att._Heave,#_Heave
477,D'Angelo Russell\russeda01,PG,25,MIN,43,1379,.416,18.4,,.469,.117,.126,.110,.116,.531,,.484,.713,.337,.493,.405,.355,,.310,.636,,.010,5,,.080,.483,,2,0
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,49,1698,.581,7.8,,.818,.509,.235,.042,.032,.182,,.639,.751,.504,.320,.263,.321,,.620,1.000,,.088,46,,.147,.250,,0,0
478,Domantas Sabonis\sabondo01,C,25,IND,47,1632,.580,7.9,,.811,.511,.226,.042,.032,.189,,.639,.750,.504,.292,.278,.324,,.622,1.000,,.088,45,,.148,.250,,0,0
478,Domantas Sabonis\sabondo01,PF,25,SAC,2,66,.607,4.5,,.964,.464,.429,.036,.036,.036,,.630,.769,.500,1.000,.000,.000,,.588,,,.107,1,,.000,,,0,0
479,Olivier Sarr\sarrol01,C,22,OKC,2,14,.333,10.9,,.667,.333,.333,.000,.000,.333,,.500,.000,1.000,,,.000,,1.000,,,.333,0,,.000,,,0,0
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,481,.299,12.7,,.710,.234,.262,.150,.065,.290,,.355,.520,.286,.375,.000,.161,,.519,1.000,,.019,1,,.161,.000,,1,0
481,Jordan Schakel\schakjo01,SG,23,WAS,2,14,.000,16.7,,.500,.000,.500,.000,.000,.500,,.000,,.000,,,.000,,,,,.000,0,,.000,,,0,0
482,Admiral Schofield\schofad01,SF,24,ORL,22,246,.475,17.6,,.407,.186,.169,.034,.017,.593,,.708,.818,.600,.500,1.000,.314,,.706,.909,,.017,0,,.343,.250,,2,0
483,Dennis Schröder\schrode01,SG,28,BOS,49,1433,.440,14.7,,.671,.163,.238,.132,.139,.329,,.485,.653,.475,.403,.383,.349,,.289,.731,,.000,0,,.125,.375,,1,0
484,Tre Scott\scotttr01,SF,25,CLE,2,11,.500,8.2,,.833,.500,.167,.167,.000,.167,,.600,.667,1.000,.000,,.000,,.667,,,.000,0,,.000,,,0,0
485,Jay Scrubb\scrubja01,SG,21,LAC,18,121,.391,16.2,,.543,.239,.087,.130,.087,.457,,.480,.545,.500,.500,.250,.286,,.333,.667,,.043,1,,.143,.667,,0,0
486,Wayne Selden\seldewa01,SG,27,NYK,3,19,.250,15.9,,.500,.000,.500,.000,.000,.500,,.000,,.000,,,.500,,,1.000,,.000,0,,.500,.000,,0,0
487,Alperen Şengün\sengual01,C,19,HOU,47,878,.477,8.6,,.805,.477,.265,.054,.010,.195,,.529,.648,.354,.438,.000,.259,,.386,.933,,.091,23,,.034,.500,,6,0
488,Collin Sexton\sextoco01,SG,23,CLE,11,316,.450,11.8,,.702,.305,.258,.066,.073,.298,,.538,.739,.385,.400,.364,.244,,.421,.818,,.026,4,,.156,.286,,0,0
489,Landry Shamet\shamela01,SG,24,PHO,45,891,.370,20.1,,.304,.080,.111,.066,.048,.696,,.409,.522,.375,.421,.286,.353,,.611,.944,,.024,6,,.323,.369,,1,0
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,28,370,.568,2.7,,.971,.791,.158,.022,.000,.029,,.578,.636,.318,.333,,.250,,.615,1.000,,.209,22,,.000,,,0,0
491,Pascal Siakam\siakapa01,PF,27,TOR,42,1590,.500,11.6,,.811,.207,.314,.148,.142,.189,,.534,.743,.498,.453,.392,.356,,.332,.958,,.031,22,,.193,.462,,0,0
492,Chris Silva\silvach01,PF,25,TOT,10,91,.533,4.0,,1.000,.533,.400,.000,.067,.000,,.533,.750,.333,,.000,,,.750,,,.133,2,,,,,0,0
492,Chris Silva\silvach01,PF,25,MIN,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
492,Chris Silva\silvach01,PF,25,MIA,9,88,.533,4.0,,1.000,.533,.400,.000,.067,.000,,.533,.750,.333,,.000,,,.750,,,.133,2,,,,,0,0
493,Marko Simonovic\simonma01,C,22,CHI,9,35,.267,12.2,,.667,.333,.200,.000,.133,.333,,.300,.600,.000,,.000,.200,,.667,1.000,,.067,1,,.000,,,0,0
494,Anfernee Simons\simonan01,SG,22,POR,51,1486,.440,18.9,,.449,.122,.119,.100,.108,.551,,.495,.571,.500,.478,.419,.396,,.190,.653,,.013,8,,.100,.395,,2,0
495,Jericho Sims\simsje01,PF,23,NYK,18,117,.727,1.3,,1.000,.909,.091,.000,.000,.000,,.727,.700,1.000,,,,,.625,,,.727,7,,,,,0,0
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,.100,19.4,,.300,.200,.100,.000,.000,.700,,.000,.000,.000,,,.143,,,1.000,,.000,0,,.000,,,0,0
497,Javonte Smart\smartja01,PG,22,MIL,13,160,.256,15.4,,.581,.209,.140,.140,.093,.419,,.280,.556,.000,.167,.250,.222,,.429,1.000,,.000,0,,.167,.333,,0,0
498,Marcus Smart\smartma01,PG,27,BOS,49,1624,.409,16.4,,.514,.140,.263,.076,.035,.486,,.504,.691,.461,.432,.235,.309,,.381,.959,,.014,6,,.263,.306,,2,0
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,638,.418,9.0,,.857,.354,.307,.090,.106,.143,,.451,.522,.431,.235,.450,.222,,.329,.500,,.026,3,,.222,.333,,0,0
500,Ish Smith\smithis01,PG,33,TOT,38,531,.401,11.8,,.865,.250,.208,.208,.198,.135,,.398,.500,.300,.350,.421,.423,,.242,.818,,.000,0,,.269,.571,,1,0
500,Ish Smith\smithis01,PG,33,CHO,37,511,.395,11.7,,.865,.254,.211,.205,.195,.135,,.394,.489,.282,.368,.417,.400,,.238,.800,,.000,0,,.240,.500,,1,0
500,Ish Smith\smithis01,PG,33,WAS,1,20,.571,13.5,,.857,.143,.143,.286,.286,.143,,.500,1.000,1.000,.000,.500,1.000,,.333,1.000,,.000,0,,1.000,1.000,,0,0
501,Jalen Smith\smithja04,PF,21,TOT,31,426,.481,11.4,,.701,.273,.305,.065,.058,.299,,.574,.738,.553,.200,.333,.261,,.726,1.000,,.097,14,,.217,.200,,0,0
501,Jalen Smith\smithja04,PF,21,PHO,29,382,.460,11.4,,.715,.248,.328,.073,.066,.285,,.551,.706,.556,.200,.333,.231,,.685,1.000,,.080,10,,.179,.143,,0,0
501,Jalen Smith\smithja04,PF,21,IND,2,44,.647,11.5,,.588,.471,.118,.000,.000,.412,,.800,.875,.500,,,.429,,1.000,1.000,,.235,4,,.429,.333,,0,0
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,8,.000,24.3,,.000,.000,.000,.000,.000,1.000,,,,,,,.000,,,,,.000,0,,.500,.000,,0,0
503,Tony Snell\snellto01,SG,30,POR,38,546,.371,20.8,,.227,.082,.072,.052,.021,.773,,.545,.500,.429,.600,1.000,.320,,.750,.958,,.010,1,,.520,.385,,0,0
504,Jaden Springer\sprinja01,SG,19,PHI,2,6,1.000,9.1,,1.000,.000,1.000,.000,.000,.000,,1.000,,1.000,,,,,.000,,,.000,0,,,,,0,0
505,Cassius Stanley\stanlca01,SG,22,DET,9,155,.413,12.5,,.630,.152,.413,.043,.022,.370,,.517,.571,.526,.500,.000,.235,,.600,1.000,,.022,0,,.471,.250,,0,0
506,Nik Stauskas\stausni01,SG,28,MIA,2,24,.375,17.4,,.500,.125,.125,.125,.125,.500,,.250,.000,.000,1.000,.000,.500,,1.000,1.000,,.000,0,,.750,.667,,0,0
507,Lance Stephenson\stephla01,SG-SF,31,TOT,28,490,.456,14.5,,.703,.241,.138,.072,.251,.297,,.540,.723,.556,.357,.408,.259,,.230,.467,,.005,1,,.121,.286,,0,0
507,Lance Stephenson\stephla01,SF,31,ATL,6,70,.385,15.5,,.769,.231,.000,.154,.385,.231,,.500,.667,,.500,.400,.000,,.600,,,.000,0,,.333,.000,,0,0
507,Lance Stephenson\stephla01,SG,31,IND,22,420,.462,14.4,,.698,.242,.148,.066,.242,.302,,.543,.727,.556,.333,.409,.273,,.203,.467,,.005,1,,.109,.333,,0,0
508,Lamar Stevens\stevela01,PF,24,CLE,41,586,.475,11.0,,.751,.350,.164,.147,.090,.249,,.534,.677,.345,.500,.375,.295,,.592,1.000,,.085,13,,.591,.308,,0,0
509,Isaiah Stewart\stewais01,C,20,DET,48,1242,.521,5.2,,.927,.591,.245,.045,.045,.073,,.552,.626,.432,.133,.667,.125,,.680,1.000,,.055,16,,.083,.000,,0,0
510,Max Strus\strusma01,SF,25,MIA,45,1085,.442,20.5,,.239,.147,.069,.018,.005,.761,,.548,.649,.407,.286,.500,.409,,.804,.959,,.010,3,,.264,.487,,1,0
511,Jalen Suggs\suggsja01,PG,20,ORL,37,1030,.370,13.3,,.646,.267,.246,.062,.071,.354,,.441,.621,.327,.370,.226,.240,,.347,.649,,.034,13,,.123,.263,,1,0
512,Craig Sword\swordcr01,SG,28,WAS,3,19,.750,7.0,,.750,.750,.000,.000,.000,.250,,1.000,1.000,,,,.000,,1.000,,,.000,0,,1.000,.000,,0,0
513,Keifer Sykes\sykeske01,PG,28,IND,19,358,.363,17.0,,.524,.177,.089,.105,.153,.476,,.415,.636,.364,.154,.368,.305,,.370,.889,,.016,2,,.322,.368,,0,0
514,Jae'Sean Tate\tateja01,SF,26,HOU,53,1458,.500,9.0,,.730,.430,.289,.008,.004,.270,,.575,.714,.385,.250,.000,.297,,.428,.976,,.061,27,,.428,.339,,0,0
515,Jayson Tatum\tatumja01,SF,23,BOS,54,1951,.432,15.6,,.595,.215,.172,.097,.111,.405,,.504,.710,.399,.312,.435,.326,,.408,.547,,.044,47,,.123,.339,,2,0
516,Terry Taylor\taylote01,SG,22,IND,11,179,.554,5.1,,.892,.595,.257,.027,.014,.108,,.561,.659,.368,.500,.000,.500,,.676,.750,,.054,4,,.500,.500,,0,0
517,Garrett Temple\templga01,SG,35,NOP,52,1007,.375,17.8,,.383,.190,.078,.067,.048,.617,,.476,.647,.429,.222,.231,.313,,.633,.981,,.011,3,,.464,.325,,0,0
518,Emanuel Terry\terryem01,PF,25,PHO,3,18,.000,2.2,,1.000,.600,.400,.000,.000,.000,,.000,.000,.000,,,,,,,,.000,0,,,,,0,0
519,Tyrell Terry\terryty01,PG,21,MEM,2,3,1.000,15.2,,1.000,.000,.000,1.000,.000,.000,,1.000,,,1.000,,,,.000,,,.000,0,,,,,0,0
520,Jon Teske\teskejo01,C,24,MEM,3,8,.000,15.5,,1.000,.000,.000,1.000,.000,.000,,.000,,,.000,,,,,,,.000,0,,,,,0,0
521,Daniel Theis\theisda01,C,29,HOU,26,584,.469,14.2,,.559,.346,.089,.078,.045,.441,,.610,.710,.625,.357,.250,.291,,.770,1.000,,.162,24,,.203,.375,,1,0
522,Brodric Thomas\thomabr01,SG,25,BOS,7,28,.111,18.6,,.333,.111,.222,.000,.000,.667,,.333,1.000,.000,,,.000,,1.000,,,.111,0,,.167,.000,,0,0
523,Cam Thomas\thomaca02,SG,20,BRK,45,854,.447,16.3,,.630,.107,.140,.230,.153,.370,,.548,.564,.588,.583,.446,.274,,.492,.703,,.003,0,,.193,.423,,0,0
524,Isaiah Thomas\thomais02,PG,32,TOT,5,114,.319,18.5,,.468,.106,.064,.213,.085,.532,,.455,.600,.000,.600,.250,.200,,.400,.800,,.000,0,,.160,.250,,0,0
524,Isaiah Thomas\thomais02,PG,32,LAL,4,101,.308,18.7,,.436,.103,.077,.205,.051,.564,,.412,.500,.000,.625,.000,.227,,.571,.800,,.000,0,,.182,.250,,0,0
524,Isaiah Thomas\thomais02,PG,32,DAL,1,13,.375,17.6,,.625,.125,.000,.250,.250,.375,,.600,1.000,,.500,.500,.000,,.000,,,.000,0,,.000,,,0,0
525,Matt Thomas\thomama02,SG,27,CHI,33,431,.410,22.6,,.320,.008,.016,.090,.205,.680,,.436,1.000,.000,.273,.520,.398,,.882,.909,,.000,0,,.241,.550,,0,0
526,Klay Thompson\thompkl01,SG,31,GSW,14,346,.438,17.8,,.481,.082,.159,.183,.058,.519,,.490,.588,.545,.395,.500,.389,,.612,.810,,.005,1,,.194,.381,,0,0
527,Tristan Thompson\thomptr01,PF,30,TOT,32,485,.484,4.0,,.994,.478,.491,.025,.000,.006,,.481,.553,.397,.750,,1.000,,.645,1.000,,.164,18,,.000,,,0,0
527,Tristan Thompson\thomptr01,PF,30,SAC,30,455,.503,3.9,,.993,.497,.470,.026,.000,.007,,.500,.560,.423,.750,,1.000,,.640,1.000,,.172,18,,.000,,,0,0
527,Tristan Thompson\thomptr01,PF,30,IND,2,30,.125,6.0,,1.000,.125,.875,.000,.000,.000,,.125,.000,.143,,,,,1.000,,,.000,0,,,,,0,0
528,JT Thor\thorjt01,PF,19,CHO,17,144,.389,17.8,,.417,.194,.111,.056,.056,.583,,.533,.714,.500,.000,.500,.286,,.750,1.000,,.111,3,,.143,.667,,0,0
529,Matisse Thybulle\thybuma01,SG,24,PHI,41,1096,.508,13.8,,.492,.373,.098,.021,.000,.508,,.716,.833,.421,.000,,.306,,.706,.933,,.202,39,,.449,.341,,0,0
530,Killian Tillie\tilliki02,C,23,MEM,32,427,.362,18.4,,.336,.138,.164,.034,.000,.664,,.410,.688,.211,.250,,.338,,.625,.962,,.026,3,,.286,.273,,0,0
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,510,.451,10.1,,.771,.359,.235,.131,.046,.229,,.525,.636,.417,.500,.286,.200,,.694,.857,,.078,10,,.286,.200,,0,0
532,Isaiah Todd\toddis01,PF,20,WAS,9,35,.333,18.3,,.333,.200,.000,.133,.000,.667,,.200,.333,,.000,,.400,,1.000,1.000,,.000,0,,.700,.571,,0,0
533,Obi Toppin\toppiob01,PF,23,NYK,52,794,.512,9.1,,.697,.557,.115,.007,.017,.303,,.630,.688,.394,.500,.400,.241,,.817,1.000,,.265,69,,.437,.289,,0,0
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,55,805,.490,11.6,,.639,.342,.272,.015,.010,.361,,.597,.667,.545,.000,.500,.301,,.688,.818,,.119,21,,.233,.235,,1,0
535,Karl-Anthony Towns\townska01,C,26,MIN,50,1707,.522,11.7,,.692,.325,.256,.042,.068,.308,,.573,.662,.561,.257,.393,.408,,.518,.894,,.081,58,,.102,.269,,0,0
536,Gary Trent Jr.\trentga02,SG,23,TOR,46,1607,.436,18.6,,.488,.090,.119,.121,.158,.512,,.474,.594,.435,.442,.460,.400,,.388,.781,,.014,9,,.205,.400,,0,0
537,P.J. Tucker\tuckepj01,PF,36,MIA,50,1415,.498,14.5,,.514,.171,.241,.089,.013,.486,,.537,.574,.539,.500,.250,.458,,.816,1.000,,.003,1,,.895,.453,,0,0
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,29,.500,25.8,,.000,.000,.000,.000,.000,1.000,,,,,,,.500,,,.000,,.000,0,,.000,,,0,0
539,Myles Turner\turnemy01,C,25,IND,42,1235,.509,14.8,,.534,.242,.216,.048,.028,.466,,.662,.789,.565,.526,.545,.333,,.683,1.000,,.061,22,,.186,.324,,0,0
540,Jonas Valančiūnas\valanjo01,C,29,NOP,50,1568,.533,9.0,,.822,.349,.325,.105,.043,.178,,.562,.664,.510,.441,.429,.400,,.615,.978,,.066,37,,.026,.333,,0,0
541,Denzel Valentine\valende01,SG,28,TOT,24,222,.379,20.6,,.288,.061,.091,.106,.030,.712,,.316,.750,.333,.143,.000,.404,,.333,.895,,.015,1,,.426,.450,,0,0
541,Denzel Valentine\valende01,SG,28,CLE,22,204,.371,20.6,,.290,.065,.081,.113,.032,.710,,.278,.750,.200,.143,.000,.409,,.400,.889,,.016,1,,.432,.474,,0,0
541,Denzel Valentine\valende01,SG,28,UTA,2,18,.500,21.6,,.250,.000,.250,.000,.000,.750,,1.000,,1.000,,,.333,,.000,1.000,,.000,0,,.333,.000,,0,0
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,52,1349,.598,3.2,,.958,.724,.203,.027,.004,.042,,.616,.709,.340,.286,.000,.182,,.688,1.000,,.345,85,,.636,.286,,0,0
543,Fred VanVleet\vanvlfr01,PG,27,TOR,49,1889,.419,19.8,,.423,.082,.133,.099,.109,.577,,.444,.671,.327,.381,.473,.400,,.219,.609,,.000,0,,.128,.444,,4,0
544,Devin Vassell\vassede01,SF,21,SAS,49,1254,.439,17.3,,.507,.138,.116,.156,.096,.493,,.522,.667,.483,.474,.438,.354,,.682,.977,,.046,19,,.313,.312,,1,0
545,Gabe Vincent\vincega01,PG,25,MIA,48,1154,.432,19.0,,.379,.157,.080,.088,.053,.621,,.500,.542,.467,.515,.400,.391,,.408,.791,,.003,1,,.253,.407,,3,0
546,Nikola Vučević\vucevni01,C,31,CHI,50,1689,.474,13.3,,.702,.215,.243,.149,.095,.298,,.537,.709,.477,.454,.434,.326,,.715,1.000,,.030,22,,.042,.500,,2,0
547,Dean Wade\wadede01,PF,25,CLE,42,809,.456,18.8,,.324,.181,.049,.071,.022,.676,,.644,.758,.556,.308,1.000,.366,,.579,.978,,.055,10,,.268,.242,,0,0
548,Franz Wagner\wagnefr01,SF,20,ORL,58,1856,.464,10.3,,.725,.310,.355,.043,.018,.275,,.504,.611,.439,.344,.308,.360,,.507,.849,,.062,45,,.217,.477,,0,0
549,Moritz Wagner\wagnemo01,C,24,ORL,45,564,.500,14.7,,.479,.315,.155,.000,.008,.521,,.684,.707,.676,,.000,.331,,.744,1.000,,.118,25,,.113,.500,,0,0
550,Ish Wainright\wainris01,PF,27,PHO,29,215,.362,15.6,,.466,.207,.207,.017,.034,.534,,.444,.667,.333,.000,.000,.290,,.667,1.000,,.052,2,,.387,.500,,0,0
551,Kemba Walker\walkeke02,PG,31,NYK,35,901,.404,17.9,,.463,.143,.129,.084,.107,.537,,.448,.569,.370,.333,.474,.366,,.216,.500,,.000,0,,.031,.500,,0,0
552,Lonnie Walker IV\walkelo01,SG,23,SAS,52,1177,.391,16.6,,.546,.175,.130,.102,.138,.454,,.474,.660,.371,.436,.365,.291,,.518,.901,,.020,10,,.213,.365,,3,0
553,M.J. Walker\walkemj01,SG,23,PHO,2,8,.000,15.4,,.500,.250,.250,.000,.000,.500,,.000,.000,.000,,,.000,,,,,.000,0,,.500,.000,,0,0
554,Derrick Walton\waltode01,PG,26,DET,3,108,.231,18.1,,.500,.077,.192,.038,.192,.500,,.231,.500,.200,.000,.200,.231,,.000,1.000,,.000,0,,.000,,,0,0
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,.364,13.4,,.779,.208,.208,.169,.195,.221,,.400,.438,.438,.462,.267,.235,,.458,1.000,,.000,0,,.118,.000,,1,0
555,Brad Wanamaker\wanambr01,PG,32,IND,22,293,.361,13.3,,.764,.222,.222,.139,.181,.236,,.400,.438,.438,.400,.308,.235,,.409,1.000,,.000,0,,.118,.000,,1,0
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,27,.400,14.7,,1.000,.000,.000,.600,.400,.000,,.400,,,.667,.000,,,1.000,,,.000,0,,,,,0,0
556,Duane Washington Jr.\washidu02,PG,21,IND,26,531,.380,16.5,,.491,.201,.150,.068,.073,.509,,.417,.596,.229,.375,.353,.345,,.583,.902,,.013,2,,.294,.429,,1,0
557,P.J. Washington\washipj01,PF,23,CHO,41,1011,.449,16.7,,.389,.259,.123,.006,.000,.611,,.545,.695,.256,.000,,.389,,.731,.973,,.101,29,,.192,.297,,0,0
558,Yuta Watanabe\watanyu01,SF,27,TOR,24,359,.400,17.1,,.438,.162,.133,.114,.029,.562,,.457,.529,.286,.500,.667,.356,,.619,1.000,,.019,1,,.475,.429,,0,0
559,Lindy Waters III\waterli01,SG,24,OKC,2,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
560,Tremont Waters\watertr01,PG,24,TOT,3,50,.286,22.7,,.357,.000,.143,.143,.071,.643,,.400,,.500,.500,.000,.222,,.000,.500,,.000,0,,.222,.000,,0,0
560,Tremont Waters\watertr01,PG,24,TOR,2,42,.250,25.2,,.250,.000,.083,.083,.083,.750,,.333,,.000,1.000,.000,.222,,.000,.500,,.000,0,,.222,.000,,0,0
560,Tremont Waters\watertr01,PG,24,WAS,1,8,.500,7.6,,1.000,.000,.500,.500,.000,.000,,.500,,1.000,.000,,,,.000,,,.000,0,,,,,0,0
561,Trendon Watford\watfotr01,SF,21,POR,31,379,.588,7.0,,.897,.392,.381,.093,.031,.103,,.655,.816,.568,.444,.333,.000,,.614,,,.041,4,,.400,.000,,0,0
562,Paul Watson\watsopa01,SF,27,OKC,9,156,.343,19.7,,.257,.114,.114,.029,.000,.743,,.667,.750,.500,1.000,,.231,,.500,1.000,,.029,0,,.423,.273,,0,0
563,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,33,.600,4.2,,.900,.800,.100,.000,.000,.100,,.667,.750,.000,,,.000,,.667,,,.100,1,,.000,,,0,0
564,Russell Westbrook\westbru01,PG,33,LAL,56,1937,.436,10.8,,.783,.346,.222,.099,.116,.217,,.474,.591,.365,.398,.398,.301,,.221,.621,,.020,10,,.161,.419,,0,0
565,Coby White\whiteco01,PG,21,CHI,37,1027,.445,17.1,,.463,.183,.143,.068,.070,.538,,.519,.671,.386,.407,.500,.381,,.448,.878,,.010,4,,.223,.479,,0,0
566,Derrick White\whitede01,SG,27,TOT,51,1543,.424,15.3,,.539,.173,.220,.122,.023,.461,,.520,.602,.511,.466,.286,.313,,.365,.826,,.008,5,,.196,.259,,0,0
566,Derrick White\whitede01,SG,27,SAS,49,1486,.426,15.2,,.547,.168,.228,.126,.025,.453,,.519,.594,.515,.472,.286,.314,,.358,.815,,.009,5,,.182,.234,,0,0
566,Derrick White\whitede01,SG,27,BOS,2,57,.385,17.3,,.346,.269,.038,.038,.000,.654,,.556,.714,.000,.000,,.294,,.600,1.000,,.000,0,,.412,.429,,0,0
567,Hassan Whiteside\whiteha01,C,32,UTA,44,813,.632,4.0,,1.000,.525,.393,.066,.017,.000,,.632,.803,.505,.188,.000,,,.673,,,.281,63,,,,,0,0
568,Joe Wieskamp\wieskjo01,SG,22,SAS,15,92,.464,20.5,,.321,.107,.071,.036,.107,.679,,.556,.667,.500,1.000,.333,.421,,.600,.875,,.000,0,,.053,.000,,0,0
569,Aaron Wiggins\wiggiaa01,SG,23,OKC,32,698,.483,13.2,,.550,.289,.244,.011,.006,.450,,.616,.673,.545,.500,1.000,.321,,.557,.962,,.056,10,,.420,.382,,0,0
570,Andrew Wiggins\wiggian01,SF,26,GSW,52,1649,.483,14.8,,.608,.166,.246,.085,.111,.392,,.526,.744,.497,.339,.407,.416,,.528,.891,,.063,39,,.283,.481,,0,0
571,Lindell Wigginton\wiggili01,PG,23,MIL,7,43,.727,11.3,,.636,.364,.273,.000,.000,.364,,.714,1.000,.333,,,.750,,.800,1.000,,.000,0,,.500,1.000,,0,0
572,Brandon Williams\willibr03,PG,22,POR,2,12,.667,9.8,,1.000,.333,.333,.000,.333,.000,,.667,1.000,1.000,,.000,,,.500,,,.000,0,,,,,0,0
573,Grant Williams\willigr01,PF,23,BOS,53,1211,.481,18.2,,.330,.152,.122,.037,.019,.670,,.584,.756,.576,.200,.000,.431,,.731,1.000,,.019,5,,.470,.506,,0,0
574,Kenrich Williams\willike04,SF,27,OKC,48,1045,.455,13.7,,.620,.240,.231,.075,.075,.380,,.524,.635,.479,.435,.391,.342,,.580,.825,,.081,22,,.342,.350,,1,0
575,Lou Williams\willilo02,PG,35,ATL,38,556,.394,16.2,,.649,.113,.147,.234,.156,.351,,.413,.577,.382,.370,.389,.358,,.323,.759,,.004,1,,.358,.414,,0,0
576,Patrick Williams\willipa01,PF,20,CHI,5,125,.565,13.2,,.739,.261,.130,.217,.130,.261,,.588,.500,.333,1.000,.333,.500,,.900,1.000,,.043,1,,.167,1.000,,0,0
577,Robert Williams\williro04,C,24,BOS,47,1408,.732,2.9,,.996,.743,.218,.018,.018,.004,,.735,.796,.613,.200,.200,.000,,.707,,,.468,121,,.000,,,0,0
578,Ziaire Williams\willizi02,SF,20,MEM,38,821,.440,17.4,,.427,.173,.109,.085,.060,.573,,.642,.837,.481,.381,.733,.289,,.838,.976,,.109,27,,.472,.358,,2,0
579,D.J. Wilson\wilsodj01,PF,25,TOR,3,48,.727,11.4,,.818,.364,.091,.182,.182,.182,,.889,1.000,1.000,.500,1.000,.000,,.625,,,.182,2,,.500,.000,,0,0
580,Dylan Windler\windldy01,SF,25,CLE,37,344,.429,18.8,,.299,.182,.104,.013,.000,.701,,.522,.571,.500,.000,,.389,,.750,.952,,.039,2,,.370,.500,,0,0
581,Justise Winslow\winslju01,SF,25,TOT,41,602,.453,10.3,,.760,.374,.257,.078,.050,.240,,.537,.701,.435,.214,.333,.186,,.699,1.000,,.028,4,,.442,.263,,2,0
581,Justise Winslow\winslju01,SF,25,LAC,37,479,.447,9.5,,.794,.362,.319,.078,.035,.206,,.518,.686,.422,.273,.200,.172,,.672,1.000,,.028,3,,.517,.267,,2,0
581,Justise Winslow\winslju01,SF,25,POR,4,123,.474,12.9,,.632,.421,.026,.079,.105,.368,,.625,.750,1.000,.000,.500,.214,,.800,1.000,,.026,1,,.286,.250,,0,0
582,Cassius Winston\winstca01,PG,23,WAS,3,17,.400,24.5,,.200,.000,.000,.000,.200,.800,,1.000,,,,1.000,.250,,1.000,1.000,,.000,0,,.250,.000,,0,0
583,Christian Wood\woodch01,C,26,HOU,52,1617,.483,12.8,,.628,.318,.208,.059,.043,.372,,.550,.716,.441,.317,.167,.369,,.602,.833,,.139,91,,.123,.438,,1,0
584,Robert Woodard II\woodaro01,SF,22,SAC,12,42,.125,12.7,,.750,.188,.250,.125,.188,.250,,.083,.333,.000,.000,.000,.250,,1.000,1.000,,.063,1,,.250,.000,,0,0
585,Delon Wright\wrighde01,SG,29,ATL,51,927,.437,13.7,,.607,.322,.180,.049,.055,.393,,.477,.576,.394,.111,.500,.375,,.434,.778,,.027,5,,.236,.235,,2,0
586,McKinley Wright IV\wrighmc01,PG,23,MIN,3,9,.667,19.3,,.333,.000,.333,.000,.000,.667,,1.000,,1.000,,,.500,,.000,.000,,.000,0,,.000,,,0,0
587,Moses Wright\wrighmo01,PF,23,LAC,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
588,Thaddeus Young\youngth01,PF,33,SAS,26,370,.578,5.1,,.961,.391,.516,.031,.023,.039,,.602,.720,.561,.000,.333,.000,,.554,,,.039,3,,.200,.000,,0,0
589,Trae Young\youngtr01,PG,23,ATL,51,1763,.454,16.8,,.619,.165,.206,.122,.127,.381,,.503,.624,.444,.445,.496,.375,,.122,.233,,.000,0,,.030,.417,,1,0
590,Omer Yurtseven\yurtsom01,C,23,MIA,40,564,.526,5.7,,.964,.438,.381,.119,.026,.036,,.540,.682,.446,.435,.000,.143,,.752,1.000,,.191,32,,.286,.000,,0,0
591,Cody Zeller\zelleco01,C,29,POR,27,355,.567,3.7,,.956,.644,.267,.033,.011,.044,,.593,.621,.542,.333,1.000,.000,,.725,,,.211,16,,.250,.000,,0,0
592,Ivica Zubac\zubaciv01,C,24,LAC,52,1256,.649,3.3,,1.000,.594,.372,.035,.000,.000,,.649,.731,.542,.400,,,,.797,,,.264,67,,,,,0,0
